sender,receiver,value
Switzerland,Kenya,8
Switzerland,Turkey,15
Switzerland,Bangladesh,4
Switzerland,France,1272
Switzerland,Syrian Arab Republic,5
Switzerland,Peru,17
Switzerland,Nigeria,50
Switzerland,Norway,8
Switzerland,Egypt. Arab Rep.,34
Switzerland,China,65
Switzerland,Armenia,1
Switzerland,Dominican Republic,21
Switzerland,Ukraine,2
Switzerland,Sweden,18
Switzerland,Bulgaria,4
Switzerland,United States,46
Switzerland,Romania,11
Switzerland,South Africa,7
Switzerland,Venezuela. RB,1
Switzerland,Malaysia,1
Switzerland,Austria,305
Switzerland,Iran. Islamic Rep.,6
Switzerland,Hungary,68
Switzerland,Brazil,66
Switzerland,Luxembourg,46
Switzerland,Ireland,2
Switzerland,Ecuador,5
Switzerland,Czech Republic,70
Switzerland,Australia,14
Switzerland,Algeria,11
Switzerland,El Salvador,2
Switzerland,Belgium,272
Switzerland,Haiti,3
Switzerland,Denmark,22
Switzerland,Philippines,57
Switzerland,Moldova,1
Switzerland,Morocco,28
Switzerland,Croatia,52
Switzerland,Thailand,63
Switzerland,Portugal,206
Switzerland,Mexico,6
Switzerland,Lebanon,53
Switzerland,Spain,530
Switzerland,Colombia,14
Switzerland,Italy,562
Switzerland,Sudan,1
Switzerland,Nepal,4
Switzerland,Netherlands,34
Switzerland,Israel,3
Switzerland,Indonesia,10
Switzerland,Senegal,4
Switzerland,Korea. Rep.,10
Switzerland,Germany,807
Switzerland,Poland,27
Switzerland,Sri Lanka,99
Switzerland,Honduras,2
Switzerland,Tunisia,24
Switzerland,Nicaragua,1
Switzerland,United Kingdom,52
Switzerland,Greece,4
Tajikistan,Russian Federation,89
Tajikistan,Kyrgyz Republic,7
Thailand,Japan,92
Thailand,Pakistan,17
Thailand,Vietnam,66
Thailand,Cambodia,23
Thailand,New Zealand,9
Thailand,India,109
Thailand,Bangladesh,13
Thailand,France,40
Thailand,Norway,9
Thailand,China,2115
Thailand,Sweden,4
Thailand,United States,22
Thailand,Malaysia,3
Thailand,Australia,15
Thailand,Denmark,5
Thailand,Philippines,13
Thailand,Switzerland,20
Thailand,Portugal,1
Thailand,Italy,4
Thailand,Nepal,132
Thailand,Netherlands,2
Thailand,Indonesia,4
Thailand,Korea. Rep.,17
Thailand,Germany,26
Thailand,Sri Lanka,72
Thailand,United Kingdom,15
Tunisia,France,38
Tunisia,Algeria,15
Tunisia,Morocco,11
Tunisia,Italy,3
Turkey,Lithuania,1
Turkey,Saudi Arabia,7
Turkey,Japan,8
Turkey,Bosnia and Herzegovina,3
Turkey,Russian Federation,10
Turkey,Jordan,5
Turkey,Pakistan,3
Turkey,Albania,2
Turkey,Slovak Republic,1
Turkey,India,3
Turkey,Azerbaijan,24
Turkey,Tajikistan,2
Turkey,Bangladesh,1
Turkey,France,199
Turkey,Syrian Arab Republic,13
Turkey,Nigeria,6
Turkey,Norway,16
Turkey,Egypt. Arab Rep.,5
Turkey,China,10
Turkey,Armenia,1
Turkey,Ukraine,5
Turkey,Sweden,13
Turkey,Bulgaria,596
Turkey,United States,28
Turkey,Romania,28
Turkey,Austria,78
Turkey,Iran. Islamic Rep.,13
Turkey,Kyrgyz Republic,6
Turkey,Hungary,3
Turkey,Brazil,1
Turkey,Luxembourg,1
Turkey,Ireland,1
Turkey,Czech Republic,6
Turkey,Australia,12
Turkey,Algeria,1
Turkey,Belgium,215
Turkey,Georgia,7
Turkey,Denmark,18
Turkey,Philippines,3
Turkey,Moldova,6
Turkey,Morocco,1
Turkey,Thailand,1
Turkey,Switzerland,89
Turkey,Lebanon,13
Turkey,Spain,10
Turkey,Italy,6
Turkey,Netherlands,43
Turkey,Israel,4
Turkey,Indonesia,1
Turkey,Korea. Rep.,3
Turkey,Germany,1177
Turkey,Poland,8
Turkey,Tunisia,2
Turkey,United Kingdom,37
Turkey,Greece,32
Ukraine,Russian Federation,1707
Ukraine,Azerbaijan,107
Ukraine,Tajikistan,135
Ukraine,Armenia,75
Ukraine,Kyrgyz Republic,74
Ukraine,Georgia,62
Ukraine,Moldova,317
Ukraine,Kazakhstan,10
United Arab Emirates,Pakistan,1707
United Arab Emirates,India,15685
United Arab Emirates,Bangladesh,466
United Arab Emirates,Egypt. Arab Rep.,931
United Arab Emirates,Iran. Islamic Rep.,43
United Arab Emirates,Philippines,741
United Arab Emirates,Yemen. Rep.,102
United Arab Emirates,Sudan,58
United Arab Emirates,Sri Lanka,613
United Kingdom,Lithuania,229
United Kingdom,Argentina,6
United Kingdom,Bolivia,2
United Kingdom,Cameroon,2
United Kingdom,Saudi Arabia,32
United Kingdom,Japan,112
United Kingdom,Hong Kong SAR. China,50
United Kingdom,Guatemala,4
United Kingdom,Bosnia and Herzegovina,12
United Kingdom,Russian Federation,16
United Kingdom,Jordan,25
United Kingdom,Pakistan,1521
United Kingdom,Oman,7
United Kingdom,Vietnam,109
United Kingdom,Cambodia,1
United Kingdom,New Zealand,76
United Kingdom,Jamaica,328
United Kingdom,Albania,2
United Kingdom,Slovak Republic,159
United Kingdom,India,4267
United Kingdom,Azerbaijan,1
United Kingdom,Kenya,488
United Kingdom,Tajikistan,1
United Kingdom,Turkey,16
United Kingdom,Bangladesh,853
United Kingdom,France,1419
United Kingdom,Syrian Arab Republic,14
United Kingdom,Peru,14
United Kingdom,Nigeria,3842
United Kingdom,Norway,73
United Kingdom,Macao SAR. China,2
United Kingdom,Egypt. Arab Rep.,172
United Kingdom,China,712
United Kingdom,Armenia,1
United Kingdom,Dominican Republic,2
United Kingdom,Ukraine,28
United Kingdom,Sweden,49
United Kingdom,Bulgaria,43
United Kingdom,United States,342
United Kingdom,Romania,71
United Kingdom,South Africa,299
United Kingdom,Venezuela. RB,1
United Kingdom,Malaysia,53
United Kingdom,Austria,106
United Kingdom,Iran. Islamic Rep.,64
United Kingdom,Kyrgyz Republic,1
United Kingdom,Hungary,117
United Kingdom,Brazil,209
United Kingdom,Luxembourg,46
United Kingdom,Ireland,423
United Kingdom,Ecuador,9
United Kingdom,Czech Republic,136
United Kingdom,Australia,443
United Kingdom,Algeria,24
United Kingdom,El Salvador,2
United Kingdom,Belgium,502
United Kingdom,Georgia,1
United Kingdom,Denmark,88
United Kingdom,Philippines,639
United Kingdom,Moldova,2
United Kingdom,Morocco,29
United Kingdom,Croatia,17
United Kingdom,Thailand,164
United Kingdom,Switzerland,119
United Kingdom,Portugal,148
United Kingdom,Mexico,13
United Kingdom,Lebanon,176
United Kingdom,Spain,523
United Kingdom,Colombia,33
United Kingdom,Yemen. Rep.,25
United Kingdom,Italy,223
United Kingdom,Sudan,24
United Kingdom,Nepal,223
United Kingdom,Netherlands,100
United Kingdom,Israel,18
United Kingdom,Indonesia,30
United Kingdom,Senegal,3
United Kingdom,Korea. Rep.,60
United Kingdom,Germany,1152
United Kingdom,Poland,1143
United Kingdom,Sri Lanka,399
United Kingdom,Honduras,3
United Kingdom,Tunisia,14
United Kingdom,Greece,14
United States,Lithuania,96
United States,Argentina,105
United States,Bolivia,130
United States,Cameroon,15
United States,Saudi Arabia,58
United States,Japan,1224
United States,Hong Kong SAR. China,113
United States,Guatemala,4400
United States,Bosnia and Herzegovina,168
United States,Russian Federation,216
United States,Jordan,470
United States,Pakistan,1094
United States,Oman,4
United States,Vietnam,5679
United States,Cambodia,124
United States,New Zealand,28
United States,Jamaica,1465
United States,Albania,67
United States,Slovak Republic,84
United States,India,11956
United States,Azerbaijan,15
United States,Kenya,315
United States,Tajikistan,28
United States,Turkey,24
United States,Bangladesh,694
United States,France,1840
United States,Syrian Arab Republic,185
United States,Peru,1091
United States,Nigeria,6126
United States,Norway,111
United States,Macao SAR. China,11
United States,Egypt. Arab Rep.,880
United States,China,13071
United States,Armenia,158
United States,Dominican Republic,2732
United States,Ukraine,397
United States,Sweden,98
United States,Bulgaria,43
United States,Romania,240
United States,South Africa,114
United States,Venezuela. RB,44
United States,Malaysia,47
United States,Austria,265
United States,Iran. Islamic Rep.,379
United States,Kyrgyz Republic,15
United States,Hungary,399
United States,Brazil,1306
United States,Luxembourg,94
United States,Ireland,142
United States,Ecuador,1047
United States,Czech Republic,180
United States,Australia,290
United States,Algeria,12
United States,El Salvador,3555
United States,Belgium,777
United States,Haiti,1088
United States,Georgia,32
United States,Denmark,152
United States,Philippines,10604
United States,Moldova,78
United States,Morocco,214
United States,Croatia,88
United States,Thailand,1140
United States,Switzerland,238
United States,Portugal,319
United States,Mexico,22811
United States,Lebanon,1538
United States,Spain,627
United States,Colombia,1330
United States,Yemen. Rep.,99
United States,Italy,849
United States,Sudan,77
United States,Nepal,325
United States,Netherlands,157
United States,Israel,200
United States,Indonesia,321
United States,Senegal,61
United States,Korea. Rep.,5668
United States,Germany,2568
United States,Kazakhstan,1
United States,Poland,1108
United States,Sri Lanka,132
United States,Honduras,2579
United States,Tunisia,31
United States,Nicaragua,430
United States,Serbia,509
United States,United Kingdom,1280
United States,Greece,80
Uzbekistan,Russian Federation,187
Uzbekistan,Tajikistan,808
Uzbekistan,Kazakhstan,8
Venezuela. RB,Argentina,5
Venezuela. RB,Bolivia,2
Venezuela. RB,Saudi Arabia,2
Venezuela. RB,Japan,1
Venezuela. RB,Guatemala,2
Venezuela. RB,Jordan,1
Venezuela. RB,India,1
Venezuela. RB,France,37
Venezuela. RB,Syrian Arab Republic,24
Venezuela. RB,Peru,80
Venezuela. RB,Nigeria,1
Venezuela. RB,Egypt. Arab Rep.,1
Venezuela. RB,China,55
Venezuela. RB,Dominican Republic,39
Venezuela. RB,United States,17
Venezuela. RB,Romania,1
Venezuela. RB,Austria,4
Venezuela. RB,Hungary,3
Venezuela. RB,Brazil,15
Venezuela. RB,Ecuador,56
Venezuela. RB,El Salvador,2
Venezuela. RB,Belgium,8
Venezuela. RB,Haiti,2
Venezuela. RB,Morocco,2
Venezuela. RB,Switzerland,4
Venezuela. RB,Portugal,89
Venezuela. RB,Mexico,5
Venezuela. RB,Lebanon,60
Venezuela. RB,Spain,548
Venezuela. RB,Colombia,1059
Venezuela. RB,Italy,99
Venezuela. RB,Netherlands,1
Venezuela. RB,Israel,1
Venezuela. RB,Korea. Rep.,1
Venezuela. RB,Germany,14
Venezuela. RB,Poland,1
Venezuela. RB,Honduras,1
Venezuela. RB,Nicaragua,2
West Bank and Gaza,Jordan,1598
West Bank and Gaza,Syrian Arab Republic,60
West Bank and Gaza,Egypt. Arab Rep.,535
West Bank and Gaza,United States,105
West Bank and Gaza,Lebanon,157
West Bank and Gaza,Yemen. Rep.,7
West Bank and Gaza,Israel,824
West Bank and Gaza,Tunisia,16
Yemen. Rep.,Syrian Arab Republic,26
Yemen. Rep.,Egypt. Arab Rep.,260
Yemen. Rep.,Sudan,99
China,Korea. Rep.,0
